numero_uai,denomination_principale_uai,patronyme_uai,adresse_uai,localite_acheminement_uai,departement,code_postal_uai,full_name
0340881Y,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DE LA MERCI,62  COURS GAMBETTA,MONTPELLIER CEDEX 2,034,34965,LYCEE GEN.ET TECHNOL.PRIVE NOTRE DAME DE LA MERCI
0352009U,LYCEE GENERAL ET TECHNOLOGIQUE,VICTOR ET HELENE BASCH,15  AVENUE CHARLES TILLON,RENNES CEDEX,035,35083,LYCEE GENERAL ET TECHNOLOGIQUE VICTOR ET HELENE BASCH
0370881G,LYCEE GEN.ET TECHNOL.PRIVE,MARMOUTIER,17  QUAI MARMOUTIER,TOURS CEDEX 2,037,37073,LYCEE GEN.ET TECHNOL.PRIVE MARMOUTIER
0341473S,LYCEE PROF.AGRICOLE PRIVE,LE ROC BLANC,1 RUE DE L ALBAREDE,GANGES,034,34190,LYCEE PROF.AGRICOLE PRIVE LE ROC BLANC
0350709F,LP LYCEE DES METIERS,LA CHAMPAGNE,2 rue DU SERGENT HARRIS,VITRE CEDEX,035,35506,LP LYCEE DES METIERS LA CHAMPAGNE
0351054F,LYCEE PROFESSIONNEL,CHARLES TILLON,9  ALLÉE GEORGES PALANTE,RENNES CEDEX,035,35009,LYCEE PROFESSIONNEL CHARLES TILLON
0342227L,UNITE DE PRODUCTION CULINAIRE,LYCEE FERDINAND FABRE,BOULEVARD JEAN MOULIN,BEDARIEUX,034,34600,UNITE DE PRODUCTION CULINAIRE LYCEE FERDINAND FABRE
0350774B,LYCEE GEN ET TECHNOL PRIVE,ST SAUVEUR,16 place ST SAUVEUR,REDON CEDEX,035,35603,LYCEE GEN ET TECHNOL PRIVE ST SAUVEUR
0360002G,LYCEE GENERAL,ROLLINAT,Rue DU LYCEE,ARGENTON SUR CREUSE,036,36200,LYCEE GENERAL ROLLINAT
0360008N,LYCEE GENERAL,JEAN GIRAUDOUX,31  AVENUE MARCEL LEMOINE,CHATEAUROUX,036,36000,LYCEE GENERAL JEAN GIRAUDOUX
0340075X,LYCEE GENERAL,PAUL VALERY,55 rue PAUL VALERY,SETE,034,34200,LYCEE GENERAL PAUL VALERY
0333273D,LYCEE POLYVALENT,VACLAV HAVEL,5  AVENUE DANIELLE MITTERRAND,BEGLES,033,33130,LYCEE POLYVALENT VACLAV HAVEL
0352781H,ANTENNE DE CFA LYCEE J. D'ARC,ARFASS,61  RUE LA FONTAINE,RENNES CEDEX 7,035,35708,ANTENNE DE CFA LYCEE J. D'ARC ARFASS
0381670J,LYCEE GENERAL PRIVE,JEANNE D'ARC,2 rue RAYMOND POINCARE,LE PEAGE DE ROUSSILLON,038,38550,LYCEE GENERAL PRIVE JEANNE D'ARC
0381678T,LYCEE GENERAL ET TECHNOL PR,ROBIN,IMPASSE DE L'EGLISE,VIENNE CEDEX,038,38204,LYCEE GENERAL ET TECHNOL PR ROBIN
0381683Y,LYCEE GENERAL ET TECHNOL PR,NOTRE DAME DES VICTOIRES,1 rue DE LA TERRASSE,VOIRON CEDEX,038,38506,LYCEE GENERAL ET TECHNOL PR NOTRE DAME DES VICTOIRES
0381803D,LYCEE GENERAL PRIVE,EXTERNAT NOTRE DAME,43  AVENUE MARCELLIN BERTHELOT,GRENOBLE,038,38100,LYCEE GENERAL PRIVE EXTERNAT NOTRE DAME
0381818V,LYCEE PROFESSIONNEL AGRICOLE,VOIRON,56  RUE DE LA MARTELLIERE,VOIRON CEDEX,038,38516,LYCEE PROFESSIONNEL AGRICOLE VOIRON
0360600G,LYCEE GEN.ET TECHNOL.AGRICOLE,LEGTA,16 RUE H DE LATOUCHE,LA CHATRE,036,36400,LYCEE GEN.ET TECHNOL.AGRICOLE LEGTA
0380019P,LYCEE PROFESSIONNEL,DE DOMENE,RUE GUSTAVE RIVET,DOMENE,038,38420,LYCEE PROFESSIONNEL DE DOMENE
0380031C,LYCEE GENERAL,FANTIN LATOUR,17 PLACE SAINT BRUNO,GRENOBLE,038,38000,LYCEE GENERAL FANTIN LATOUR
0380034F,LYCEE POLYVALENT,LOUISE MICHEL,30 rue LOUISE MICHEL,GRENOBLE CEDEX 2,038,38037,LYCEE POLYVALENT LOUISE MICHEL
0380049X,LYCEE POLYVALENT,DE LA MATHEYSINE,3 rue LESDIGUIERES,LA MURE D ISERE,038,38350,LYCEE POLYVALENT DE LA MATHEYSINE
0380073Y,LPO LYCEE DES METIERS,ELIE CARTAN,2 rue JUSTIN VERNET,LA TOUR DU PIN CEDEX,038,38354,LPO LYCEE DES METIERS ELIE CARTAN
0380083J,LGT LYCEE DES METIERS,GALILEE,124 avenue GENERAL LECLERC,VIENNE CEDEX,038,38209,LGT LYCEE DES METIERS GALILEE
0380092U,LYCEE POLYVALENT,FERDINAND BUISSON,21 boulevard EDGAR KOFLER,VOIRON CEDEX,038,38506,LYCEE POLYVALENT FERDINAND BUISSON
0351878B,LYCEE PROFESSIONNEL,COETLOGON,53  RUE ANTOINE JOLY,RENNES CEDEX,035,35083,LYCEE PROFESSIONNEL COETLOGON
0381886U,LYCEE GENERAL ET TECHNOL AGRIC,SEYSSUEL AGROTEC,,VIENNE CEDEX,038,38206,LYCEE GENERAL ET TECHNOL AGRIC SEYSSUEL AGROTEC
0370040T,LP LYCEE DES METIERS,ALBERT BAYET,9  RUE DU COMMANDANT BOURGOIN,TOURS CEDEX 1,037,37058,LP LYCEE DES METIERS ALBERT BAYET
0370054H,LP LYCEE DES METIERS,MARTIN NADAUD,67 rue JEANNE LABOURBE,ST PIERRE DES CORPS,037,37700,LP LYCEE DES METIERS MARTIN NADAUD
0371260U,LYCEE PROFESSIONNEL AGRICOLE,,13 ROUTE DE BLERE,AMBOISE,037,37400,LYCEE PROFESSIONNEL AGRICOLE 
0370737A,LYCEE GEN. ET TECHNOL. PRIVE,SAINT DENIS,19 AVENUE DU GAL DE GAULLE,LOCHES CEDEX,037,37601,LYCEE GEN. ET TECHNOL. PRIVE SAINT DENIS
0352686E,LYCEE GENERAL ET TECHNOLOGIQUE,ANITA CONTI,Esplanade ANITA CONTI,BRUZ CEDEX,035,35174,LYCEE GENERAL ET TECHNOLOGIQUE ANITA CONTI
0352446U,LYCEE PROF PRIVE DES METIERS,STE THERESE,1 rue DU 8 MAI,LA GUERCHE DE BRETAGNE,035,35130,LYCEE PROF PRIVE DES METIERS STE THERESE
0382099A,LPO LYCEE DES METIERS,ROGER DESCHAUX,5 rue DES PIES,SASSENAGE,038,38360,LPO LYCEE DES METIERS ROGER DESCHAUX
0381732B,LYCEE PROF PRIVE DES METIERS,FRANCOIS VERGUIN,Route DE SABLONS,LE PEAGE DE ROUSSILLON,038,38550,LYCEE PROF PRIVE DES METIERS FRANCOIS VERGUIN
0371211R,LP LYCEE DES METIERS,BEAUREGARD,15 RUE ANDRE BAUCHANT,CHATEAU RENAULT,037,37110,LP LYCEE DES METIERS BEAUREGARD
0370788F,LYCEE PROFESSIONNEL PRIVE,RICHELIEU,10 RUE BALESCHOUX,TOURS,037,37000,LYCEE PROFESSIONNEL PRIVE RICHELIEU
0352466R,EMOP INSTALLATIONS ELECTRIQUES,LYCEE DES METIERS BEAUMONT,RUE DU LYCEE,REDON CEDEX,035,35605,EMOP INSTALLATIONS ELECTRIQUES LYCEE DES METIERS BEAUMONT
0351943X,LYCEE PROF AGRICOLE PRIVE,LA NOE ST YVES,RUE SAINT EMERANCE,BAIN DE BRETAGNE,035,35470,LYCEE PROF AGRICOLE PRIVE LA NOE ST YVES
0351947B,LYCEE PROF AGRICOLE PRIVE,EDMOND MICHELET,PARC DE MONTAUBERT,FOUGERES,035,35300,LYCEE PROF AGRICOLE PRIVE EDMOND MICHELET
0351956L,LYCEE PROF.AGRICOLE PRIVE,,RUE SURCOUF,PLEINE FOUGERES,035,35610,LYCEE PROF.AGRICOLE PRIVE 
0382169B,LYCEE PROFESSIONNEL PRIVE,LES PRAIRIES,31 rue MAINSSIEUX,VOIRON,038,38500,LYCEE PROFESSIONNEL PRIVE LES PRAIRIES
0351961S,LYCEE PROF.AGRICOLE PRIVE,PRIVE RURAL,RUE DE LA FIEFFE,ST GEORGES DE REINTEMBAULT,035,35420,LYCEE PROF.AGRICOLE PRIVE PRIVE RURAL
0360011S,LP LYCEE DES METIERS,LES CHARMILLES,1 rue ETIENNE DE LA BOETIE,CHATEAUROUX CEDEX,036,36019,LP LYCEE DES METIERS LES CHARMILLES
0360043B,LYCEE POLYVALENT,BLAISE PASCAL,27  BOULEVARD BLAISE PASCAL,CHATEAUROUX CEDEX,036,36019,LYCEE POLYVALENT BLAISE PASCAL
0371326R,LYCEE PROFESSIONNEL PRIVE,STE CLOTILDE ST JOSEPH,9 RUE HENRI DUNAN,AMBOISE,037,37400,LYCEE PROFESSIONNEL PRIVE STE CLOTILDE ST JOSEPH
0332722E,LYCEE GENERAL ET TECHNOLOGIQUE,PAPE CLEMENT,1  RUE LEO LAGRANGE,PESSAC CEDEX,033,33605,LYCEE GENERAL ET TECHNOLOGIQUE PAPE CLEMENT
0332745E,LYCEE GENERAL,JEAN MONNET,70  AVENUE GL DE GAULLE,BLANQUEFORT CEDEX,033,33294,LYCEE GENERAL JEAN MONNET
0320002D,LYCEE GENERAL ET TECHNOLOGIQUE,PARDAILHAN,CHEMIN DE BARON,AUCH CEDEX,032,32008,LYCEE GENERAL ET TECHNOLOGIQUE PARDAILHAN
0350793X,LYCEE POLYVALENT PRIVE,ST ETIENNE,99 rue DE LA CHALOTAIS,CESSON SEVIGNE CEDEX,035,35512,LYCEE POLYVALENT PRIVE ST ETIENNE
0350801F,LYCEE GENERAL PRIVE,JEAN PAUL II,2 rue ANTOINE DE SAINT EXUPERY,ST GREGOIRE CEDEX,035,35762,LYCEE GENERAL PRIVE JEAN PAUL II
0342266D,LYCEE GENERAL,INTERNAT D'EXCELLENCE,4 rue DU 81E REGIMENT D'INFANTER,MONTPELLIER,034,34090,LYCEE GENERAL INTERNAT D'EXCELLENCE
0350005R,LYCEE POLYVALENT,YVON BOURGES,33  RUE DES ECOLES,DINARD CEDEX,035,35803,LYCEE POLYVALENT YVON BOURGES
0350022J,LYCEE GENERAL ET TECHNOLOGIQUE,BEAUMONT,10 RUE DU LYCEE,REDON CEDEX,035,35605,LYCEE GENERAL ET TECHNOLOGIQUE BEAUMONT
0350030T,LPO LYCEE DES METIERS,PIERRE MENDES FRANCE,34 rue BAHON RAULT,RENNES CEDEX,035,35069,LPO LYCEE DES METIERS PIERRE MENDES FRANCE
0350032V,LP LYCEE DES METIERS,LOUIS GUILLOUX,76  AVENUE DES BUTTES DE COESMES,RENNES CEDEX 7,035,35703,LP LYCEE DES METIERS LOUIS GUILLOUX
0341967D,EMOP ELECTRICITE,LYCEE JEAN MOULIN,AVENUE DES MARTYRS DE LA RESISTA,BEZIERS CEDEX,034,34521,EMOP ELECTRICITE LYCEE JEAN MOULIN
0341971H,UNITE DE PRODUCTION CULINAIRE,LYCEE JEAN MERMOZ,717 AVENUE JEAN MERMOZ,MONTPELLIER CEDEX 2,034,34060,UNITE DE PRODUCTION CULINAIRE LYCEE JEAN MERMOZ
0342066L,LPO LYCEE DES METIERS,JEAN JAURES,480  AVENUE SAINT SAUVEUR DU PIN,ST CLEMENT DE RIVIERE,034,34980,LPO LYCEE DES METIERS JEAN JAURES
0371352U,LYCEE PRIVE,STE THERESE,,VOUVRAY,037,37210,LYCEE PRIVE STE THERESE
0401002X,LPO LYCEE DES METIERS,HAROUN TAZIEFF,Boulevard ST VINCENT DE PAUL,ST PAUL LES DAX CEDEX,040,40993,LPO LYCEE DES METIERS HAROUN TAZIEFF
0420076E,LYCEE PROFESSIONNEL,CARNOT,35 avenue CARNOT,ROANNE CEDEX,042,42328,LYCEE PROFESSIONNEL CARNOT
0420080J,LYCEE PROFESSIONNEL,JEREMIE DE LA RUE,ROUTE DE SAINT BONNET,CHARLIEU,042,42190,LYCEE PROFESSIONNEL JEREMIE DE LA RUE
0382854W,LYCEE GENERAL ET TECHNOL PR,SAINT CHARLES,1 place DES CAPUCINS,VIENNE CEDEX,038,38217,LYCEE GENERAL ET TECHNOL PR SAINT CHARLES
0382895R,LYCEE POLYVALENT,PHILIBERT DELORME,68 boulevard SAINT HUBERT,L ISLE D ABEAU CEDEX,038,38081,LYCEE POLYVALENT PHILIBERT DELORME
0382920T,LYCEE GENERAL ET TECHNOLOGIQUE,MARIE CURIE,Avenue DU 8 MAI 1945,ECHIROLLES CEDEX,038,38435,LYCEE GENERAL ET TECHNOLOGIQUE MARIE CURIE
0620056Z,LPO LYCEE DES METIERS,CARNOT,1 RUE SADI CARNOT,BRUAY LA BUISSIERE CEDEX,062,62701,LPO LYCEE DES METIERS CARNOT
0620063G,LGT LYCEE DES METIERS,SOPHIE BERTHELOT,224  BOULEVARD GAMBETTA,CALAIS CEDEX,062,62104,LGT LYCEE DES METIERS SOPHIE BERTHELOT
0620108F,LYCEE GENERAL ET TECHNOLOGIQUE,CONDORCET,25  RUE ETIENNE DOLET,LENS CEDEX,062,62303,LYCEE GENERAL ET TECHNOLOGIQUE CONDORCET
0620150B,LP LYCEE DES METIERS,JOLIOT-CURIE,9 rue LEO LAGRANGE,CARVIN CEDEX,062,62212,LP LYCEE DES METIERS JOLIOT-CURIE
0592712C,LYCEE PROFESSIONNEL,LOUIS ARMAND,RUE MERMOZ,JEUMONT CEDEX,059,59571,LYCEE PROFESSIONNEL LOUIS ARMAND
0592929N,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE THERESE,4 PLACE GUILLEMIN,AVESNES SUR HELPE CEDEX,059,59362,LYCEE GEN.ET TECHNOL.PRIVE SAINTE THERESE
0592963A,LYCEE POLYVALENT PRIVE,SAINT MARTIN,54 rue DE LILLE,ROUBAIX CEDEX 1,059,59062,LYCEE POLYVALENT PRIVE SAINT MARTIN
0592965C,LYCEE POLYVAL PRIVE DES METIER,EIC LICP,27 RUE DU DRAGON,TOURCOING CEDEX,059,59202,LYCEE POLYVAL PRIVE DES METIER EIC LICP
0592973L,LYCEE PROFESSIONNEL PRIVE,SAINT FRANCOIS D'ASSISE,59 AVENUE DE LA FOSSE AUX CHÊNES,ROUBAIX CEDEX 1,059,59060,LYCEE PROFESSIONNEL PRIVE SAINT FRANCOIS D'ASSISE
0592976P,LYCEE POLYVALENT PRIVE,HELENE BOUCHER,15 rue ROGER SALENGRO,SOMAIN,059,59490,LYCEE POLYVALENT PRIVE HELENE BOUCHER
0620163R,LYCEE PROFESSIONNEL,DE L'AA,1 AVENUE DE ROME,ST OMER CEDEX,062,62505,LYCEE PROFESSIONNEL DE L'AA
0620189U,LP LYCEE DES METIERS,PIERRE DE COUBERTIN,320  BOULEVARD DU 8 MAI,CALAIS CEDEX,062,62225,LP LYCEE DES METIERS PIERRE DE COUBERTIN
0611158C,LYCEE TECHNOLOGIQUE PRIVE,SAINTE MARIE,27 RUE JULES GEVELOT,FLERS CEDEX,061,61103,LYCEE TECHNOLOGIQUE PRIVE SAINTE MARIE
0593410L,COURS DE PROMOTION SOCIALE,LYCEE POLYVALENT REGIONAL,AVENUE DE BEAUPRE,HAUBOURDIN CEDEX,059,59481,COURS DE PROMOTION SOCIALE LYCEE POLYVALENT REGIONAL
0593016H,LYCEE PROFESSIONNEL PRIVE,GAMBETTA,2 RUE D'ANTIN,LILLE,059,59000,LYCEE PROFESSIONNEL PRIVE GAMBETTA
0593030Y,LYCEE PROFESSIONNEL PRIVE LYCE,NOTRE-DAME DU SACRE COEUR,6 rue DU MARECHAL JOFFRE,LOOS,059,59120,LYCEE PROFESSIONNEL PRIVE LYCE NOTRE-DAME DU SACRE COEUR
0641545G,LYCEE AGRICOLE PRIVE,INST JEAN ERRECART,ROUTE AICIRITS,ST PALAIS,064,64120,LYCEE AGRICOLE PRIVE INST JEAN ERRECART
0690031J,LYCEE GENERAL ET TECHNOLOGIQUE,ANTOINE DE SAINT-EXUPERY,82 RUE HENON,LYON CEDEX 04,069,69316,LYCEE GENERAL ET TECHNOLOGIQUE ANTOINE DE SAINT-EXUPERY
0690037R,LYCEE GENERAL ET TECHNOLOGIQUE,LA MARTINIERE DIDEROT,18 place GABRIEL RAMBAUD,LYON CEDEX 01,069,69283,LYCEE GENERAL ET TECHNOLOGIQUE LA MARTINIERE DIDEROT
0601363F,LYCEE PROFESSIONNEL,ROBERT DESNOS,2 rue JULES MICHELET,CREPY EN VALOIS CEDEX,060,60803,LYCEE PROFESSIONNEL ROBERT DESNOS
0601995T,CUISINE CENTRALE,LYCEE MARIE CURIE,BOULEVARD PIERRE DE COUBERTIN,NOGENT SUR OISE,060,60180,CUISINE CENTRALE LYCEE MARIE CURIE
0593040J,LYCEE POLYVALENT PRIVE,NOTRE-DAME DE LA PROVIDENCE,Rue DES GLYCINES,ORCHIES CEDEX,059,59358,LYCEE POLYVALENT PRIVE NOTRE-DAME DE LA PROVIDENCE
0593061G,LYCEE POLYVALENT PRIVE,SAINT LUC,31 boulevard DE LA LIBERTE,CAMBRAI CEDEX,059,59405,LYCEE POLYVALENT PRIVE SAINT LUC
0593496E,LYCEE PROFESSIONNEL,,89 RUE DE LA CHAUSSIETTE,CONDE SUR L ESCAUT,059,59163,LYCEE PROFESSIONNEL 
0601728C,GRETA OISE CENTRALE,LYCÉE M. CURIE NOGENT SUR OISE,Boulevard PIERRE DE COUBERTIN,NOGENT SUR OISE,060,60180,GRETA OISE CENTRALE LYCÉE M. CURIE NOGENT SUR OISE
0641907A,LYCEE GEN.ET TECHNOL.PRIVE,BERNAT  ETXEPARE,12 BIS AVENUE MOUNEDE,BAYONNE,064,64100,LYCEE GEN.ET TECHNOL.PRIVE BERNAT  ETXEPARE
0601702Z,LYCEE GEN.ET TECHNOL.PRIVE,GUYNEMER,8 B AVENUE DE LA FORET,COMPIEGNE CEDEX,060,60205,LYCEE GEN.ET TECHNOL.PRIVE GUYNEMER
0611179A,LYCEE TECHNOLOGIQUE PRIVE,ST FRANCOIS DE SALES,100 RUE LABILLARDIERE,ALENCON,061,61000,LYCEE TECHNOLOGIQUE PRIVE ST FRANCOIS DE SALES
0610026X,LYCEE GENERAL ET TECHNOLOGIQUE,NAPOLEON,15 rue DES SPORTS,L AIGLE CEDEX,061,61306,LYCEE GENERAL ET TECHNOLOGIQUE NAPOLEON
0610002W,LYCEE GENERAL ET TECHNOLOGIQUE,MARGUERITE DE NAVARRE,Avenue DU GENERAL LECLERC,ALENCON CEDEX,061,61014,LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE DE NAVARRE
0601255N,CENTRE DE PROMOTION SOCIALE,DU LYCEE TECHNIQUE,3  AVENUE MONTAIGNE,BEAUVAIS,060,60000,CENTRE DE PROMOTION SOCIALE DU LYCEE TECHNIQUE
0601259T,CENTRE DE PROMOTION SOCIALE,LYCEE ENSEIGNEMENT PROFESSION.,49 RUE D ORROIRE,NOYON,060,60400,CENTRE DE PROMOTION SOCIALE LYCEE ENSEIGNEMENT PROFESSION.
0610692W,LYCEE POLYVALENT PRIVE,ST FRANCOIS DE SALES,100 rue LABILLARDIERE,ALENCON CEDEX,061,61007,LYCEE POLYVALENT PRIVE ST FRANCOIS DE SALES
0610698C,LYCEE POLYVALENT PRIVE,SAINT THOMAS D'AQUIN,1  PLACE C  DUPERRON,FLERS CEDEX,061,61105,LYCEE POLYVALENT PRIVE SAINT THOMAS D'AQUIN
0610700E,LYCEE GENERAL PRIVE,BIGNON,3 rue DE LA COMEDIE,MORTAGNE AU PERCHE,061,61400,LYCEE GENERAL PRIVE BIGNON
0630021F,LPO LYCEE DES METIERS,LA FAYETTE,21 boulevard ROBERT SCHUMAN,CLERMONT FERRAND CEDEX 1,063,63002,LPO LYCEE DES METIERS LA FAYETTE
0611182D,LYCEE PROFESSIONNEL,GABRIEL,7 rue SAINT EXUPERY,ARGENTAN CEDEX,061,61203,LYCEE PROFESSIONNEL GABRIEL
0650026A,LYCEE GENERAL ET TECHNOLOGIQUE,MARIE CURIE,Rue GEORGES LEDORMEUR,TARBES CEDEX 9,065,65930,LYCEE GENERAL ET TECHNOLOGIQUE MARIE CURIE
0640018X,LYCEE PROFESSIONNEL,LES ROCAILLES,11 RUE P MOUSSEMPES,BIARRITZ CEDEX,064,64204,LYCEE PROFESSIONNEL LES ROCAILLES
0640042Y,LP LYCEE DES METIERS,HAUTE VUE,AVENUE DES CIMES,MORLAAS,064,64160,LP LYCEE DES METIERS HAUTE VUE
0640047D,LYCEE GENERAL,JULES SUPERVIELLE,BOULEVARD F.MITTERRAND,OLORON STE MARIE CEDEX,064,64404,LYCEE GENERAL JULES SUPERVIELLE
0596942A,ANTENNE DE CFA,LYCEE V LABBE LA MADELEINE - U,41 RUE PAUL DOUMER,LA MADELEINE,059,59110,ANTENNE DE CFA LYCEE V LABBE LA MADELEINE - U
0600048B,LYCEE PROFESSIONNEL,DONATION DE ROTHSCHILD,Château DE LAVERSINE,ST MAXIMIN,060,60740,LYCEE PROFESSIONNEL DONATION DE ROTHSCHILD
0620257T,LYCEE PROFESSIONNEL,ALAIN SAVARY - JULES FERRY,14  AVENUE JEAN ZAY,ARRAS CEDEX,062,62022,LYCEE PROFESSIONNEL ALAIN SAVARY - JULES FERRY
0622102Y,LYCEE GENERAL PRIVE,BAUDIMONT,32 RUE BAUDIMONT,ARRAS CEDEX,062,62008,LYCEE GENERAL PRIVE BAUDIMONT
0600062S,LP LYCEE DES METIERS,MARIE CURIE,Boulevard PIERRE DE COUBERTIN,NOGENT SUR OISE,060,60180,LP LYCEE DES METIERS MARIE CURIE
0595884A,LYCEE POLYVALENT,ANDRE LURCAT,113 RUE D'HAUTMONT,MAUBEUGE CEDEX,059,59602,LYCEE POLYVALENT ANDRE LURCAT
0595995W,GRETA BASSIN DE LILLE,LYCEE EUROPEEN MONTEBELLO,196 BOULEVARD MONTEBELLO,LILLE CEDEX,059,59025,GRETA BASSIN DE LILLE LYCEE EUROPEEN MONTEBELLO
0622183L,LYCEE PROFESSIONNEL,A LP MENDES FRANCE BRUAYARTOIS,RUE DE SAINT OMER,BRUAY LA BUISSIERE,062,62700,LYCEE PROFESSIONNEL A LP MENDES FRANCE BRUAYARTOIS
0622195Z,LYCEE PROFESSIONNEL PRIVE,SAINTE MARIE,42 rue DU SAINT ESPRIT,FRUGES,062,62310,LYCEE PROFESSIONNEL PRIVE SAINTE MARIE
0622206L,LYCEE PROFESSIONNEL,ANNEXE DU LP DE SALLAUMINES,26 RUE DE COURRIERES,SALLAUMINES,062,62430,LYCEE PROFESSIONNEL ANNEXE DU LP DE SALLAUMINES
0620006V,LYCEE GENERAL ET TECHNOLOGIQUE,ROBESPIERRE,AVENUE DES FUSILLES,ARRAS CEDEX,062,62022,LYCEE GENERAL ET TECHNOLOGIQUE ROBESPIERRE
0620010Z,LYCEE PROFESSIONNEL,LAZARE CARNOT,21 BOULEVARD CARNOT,ARRAS CEDEX,062,62022,LYCEE PROFESSIONNEL LAZARE CARNOT
0640052J,LYCEE GENERAL ET TECHNOLOGIQUE,GASTON FEBUS,20 avenue GEORGES MOUTET,ORTHEZ CEDEX,064,64301,LYCEE GENERAL ET TECHNOLOGIQUE GASTON FEBUS
0640058R,LYCEE PROFESSIONNEL,HONORE BARADAT,28  AVENUE PIERRE MASSE,PAU CEDEX 9,064,64050,LYCEE PROFESSIONNEL HONORE BARADAT
0640066Z,LP LYCEE DES METIERS,RAMIRO ARRUE,4 rue RODOLPHE CAILLAUX,ST JEAN DE LUZ,064,64500,LP LYCEE DES METIERS RAMIRO ARRUE
0592921E,LYCEE GEN. ET TECHNOL. PRIVE,SAINT REMI,10 rue NOTRE DAME DES VICTOIRES,ROUBAIX,059,59100,LYCEE GEN. ET TECHNOL. PRIVE SAINT REMI
0381513N,LYCEE MILITAIRE NATIONAL,PUPILLES DE L'AIR,1  ALLÉE SAINT EXUPERY,ST ISMIER CEDEX,038,38332,LYCEE MILITAIRE NATIONAL PUPILLES DE L'AIR
0381599G,LYCEE GENERAL ET TECHNOLOGIQUE,DE L'EDIT,24 avenue DU LYCEE,ROUSSILLON,038,38150,LYCEE GENERAL ET TECHNOLOGIQUE DE L'EDIT
0381603L,LYCEE POLYVALENT,ANDRE  ARGOUGES,61 rue LEON JOUHAUX,GRENOBLE CEDEX 2,038,38029,LYCEE POLYVALENT ANDRE  ARGOUGES
0420014M,LYCEE GENERAL ET TECHNOLOGIQUE,JACOB HOLTZER,5  RUE MICHELET,FIRMINY CEDEX,042,42704,LYCEE GENERAL ET TECHNOLOGIQUE JACOB HOLTZER
0420021V,LP LYCEE DES METIERS,PIERRE COTON,,NERONDE,042,42510,LP LYCEE DES METIERS PIERRE COTON
0420032G,LYCEE GENERAL,JULES FERRY,13 BOULEVARD JULES FERRY,ROANNE CEDEX,042,42328,LYCEE GENERAL JULES FERRY
0420036L,LYCEE PROFESSIONNEL,,,ROCHE LA MOLIERE,042,42230,LYCEE PROFESSIONNEL 
0420043U,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MONNET,16  RUE PORTAIL ROUGE,ST ETIENNE CEDEX 2,042,42014,LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONNET
0420047Y,LYCEE TECHNOLOGIQUE,D'ALEMBERT,20 RUE DE LA JOMAYERE,ST ETIENNE CEDEX 2,042,42023,LYCEE TECHNOLOGIQUE D'ALEMBERT
0420049A,LP LYCEE DES METIERS,BENOIT CHARVET,19 BIS RUE DE LAHARPE,ST ETIENNE CEDEX 1,042,42021,LP LYCEE DES METIERS BENOIT CHARVET
0420073B,LYCEE PROFESSIONNEL,JACOB HOLTZER,5 RUE MICHELET,FIRMINY CEDEX,042,42704,LYCEE PROFESSIONNEL JACOB HOLTZER
0381660Y,LYCEE GENERAL PRIVE,SAINTE CECILE,18 avenue MARECHAL FOCH,LA COTE ST ANDRE,038,38260,LYCEE GENERAL PRIVE SAINTE CECILE
0400741N,CTRE PROMOTION SOCIALE,LYCEE,ROUTE DE GEAUNE,AIRE SUR L ADOUR,040,40800,CTRE PROMOTION SOCIALE LYCEE
0410018X,LYCEE GEN.ET TECHNOL.AGRICOLE,VENDOME,,VENDOME CEDEX,041,41106,LYCEE GEN.ET TECHNOL.AGRICOLE VENDOME
0381630R,LYCEE POLYVALENT,UNITÉ SOINS ETUDES GRÉSIVAUDAN,8 avenue MAQUIS GRESIVAUDAN,LA TRONCHE CEDEX,038,38702,LYCEE POLYVALENT UNITÉ SOINS ETUDES GRÉSIVAUDAN
0692557E,COURS DE PROMOTION SOCIALE,DU LYCEE COLBERT,11 RUE MARIUS BERLIET,LYON CEDEX 08,069,69373,COURS DE PROMOTION SOCIALE DU LYCEE COLBERT
0690641X,LYCEE PROF PRIVE DES METIERS,SAINT MARC,4 rue SAINTE HELENE,LYON CEDEX 02,069,69287,LYCEE PROF PRIVE DES METIERS SAINT MARC
0690654L,LYCEE PROFESSIONNEL PRIVE,INTERFORA,6 RUE JEAN MACE,ST FONS,069,69190,LYCEE PROFESSIONNEL PRIVE INTERFORA
0691723Y,LYCEE PROFESSIONNEL PRIVE,DE COIFFURE DE LYON,28 RUE VALENTIN COUTURIER,LYON,069,69004,LYCEE PROFESSIONNEL PRIVE DE COIFFURE DE LYON
0690697H,LYCEE PROFESSIONNEL PRIVE,LA FAVORITE SAINTE THERESE,107 RUE CDT CHARCOT,STE FOY LES LYON,069,69110,LYCEE PROFESSIONNEL PRIVE LA FAVORITE SAINTE THERESE
0720840X,LYCEE GENERAL PRIVE,ST PAUL,24 RUE LEDRU ROLLIN,MAMERS,072,72600,LYCEE GENERAL PRIVE ST PAUL
0730029K,LGT LYCEE DES METIERS,AMBROISE CROIZAT,244 avenue DE LA LIBERATION,MOUTIERS TARENTAISE CEDEX,073,73604,LGT LYCEE DES METIERS AMBROISE CROIZAT
